Date,Code libellé,Libellé,Mini,Maxi,Moyen,Unité prix,,,
2018-09-27,57219229,POMME Granny smith France +170g vrac,,,2,53,le kg,,
2018-09-27,57225914,PRUNE jaune Mirabelle France vrac,,,4,39,le kg,,
2018-09-27,57226959,PRUNE jaune T-C Sun France vrac,,,3,45,le kg,,
2018-09-27,57227726,PRUNE rouge France vrac,,,2,5,le kg,,
2018-09-27,57225955,PRUNE verte Reine Claude Bavay France barq.,,,3,76,le kg,,
2018-09-27,57226936,RAISIN blanc Chasselas AOP Moissac France barq.,,,3,97,le kg,,
2018-09-27,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,49,2,49,2,1,le kg
2018-09-27,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,3,98,le kg,,
2018-09-27,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,3,93,le kg,,
2018-10-04,57219316,ANANAS standard (hors Victoria),1,29,2,19,1,63,la pièce
2018-10-04,57219214,BANANE Afrique vrac,,,1,48,le kg,,
2018-10-04,57219236,BANANE Amérique vrac,,,1,13,le kg,,
2018-10-04,57219375,BANANE biologique,1,49,1,99,1,93,le kg
2018-10-04,57223156,FRAMBOISE France barq.125g,,,16,72,le kg,,
2018-10-04,57219384,FRAMBOISE hors Fr. barq.125g,,,13,75,le kg,,
2018-10-04,57219323,MANGUE vrac,1,29,2,19,1,63,la pièce
2018-10-04,57222876,MARRON CHATAIGNE France vrac,,,7,98,le kg,,
2018-10-04,57223725,NOIX sans label France sachet 500g,,,6,6,le kg,,
2018-10-04,57221274,NOIX sans label France vrac,,,5,81,le kg,,
2018-10-04,57219324,ORANGE vrac,,,2,4,le kg,,
2018-10-04,57219306,POIRE Conférence France vrac,,,2,22,le kg,,
2018-10-04,57219329,POIRE Conférence hors Fr. vrac,,,2,88,le kg,,
2018-10-04,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,34,le kg,,
2018-10-04,57219289,POIRE Williams verte France vrac,,,2,34,le kg,,
2018-10-04,57227915,POMME Bicolore France sachet,1,17,1,35,1,26,le kg
2018-10-04,57219226,POMME Gala France +170g vrac,1,99,2,69,2,2,le kg
2018-10-04,57219227,POMME Golden France +170g vrac,1,99,2,69,2,34,le kg
2018-10-04,57227916,POMME Golden France sachet,0,9,1,99,1,42,le kg
2018-10-04,57219229,POMME Granny smith France +170g vrac,,,2,74,le kg,,
2018-10-04,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,99,le kg,,
2018-10-04,57227726,PRUNE rouge France vrac,,,2,72,le kg,,
2018-10-04,57225955,PRUNE verte Reine Claude Bavay France barq.,,,3,71,le kg,,
2018-10-04,57226866,PRUNE verte Reine Claude Bavay France vrac,,,4,13,le kg,,
2018-10-04,57226936,RAISIN blanc Chasselas AOP Moissac France barq.,,,3,64,le kg,,
2018-10-04,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,39,2,49,1,96,le kg
2018-10-04,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,3,98,le kg,,
2018-10-04,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,3,99,le kg,,
2018-10-11,57219316,ANANAS standard (hors Victoria),1,9,2,25,1,58,la pièce
2018-10-11,57219214,BANANE Afrique vrac,,,1,54,le kg,,
2018-10-11,57219236,BANANE Amérique vrac,,,1,54,le kg,,
2018-10-11,57219375,BANANE biologique,1,99,1,99,1,94,le kg
2018-10-11,57219384,FRAMBOISE hors Fr. barq.125g,,,14,9,le kg,,
2018-10-11,57219323,MANGUE vrac,0,99,1,99,1,64,la pièce
2018-10-11,57222876,MARRON CHATAIGNE France vrac,,,7,78,le kg,,
2018-10-11,57223725,NOIX sans label France sachet 500g,,,6,6,le kg,,
2018-10-11,57221274,NOIX sans label France vrac,,,5,95,le kg,,
2018-10-11,57219324,ORANGE vrac,,,2,64,le kg,,
2018-10-11,57219306,POIRE Conférence France vrac,,,1,89,le kg,,
2018-10-11,57219329,POIRE Conférence hors Fr. vrac,,,2,7,le kg,,
2018-10-11,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,71,le kg,,
2018-10-11,57219289,POIRE Williams verte France vrac,,,2,57,le kg,,
2018-10-11,57227915,POMME Bicolore France sachet,0,88,1,55,1,33,le kg
2018-10-11,57219226,POMME Gala France +170g vrac,1,29,1,99,1,71,le kg
2018-10-11,57219227,POMME Golden France +170g vrac,1,29,1,99,1,94,le kg
2018-10-11,57227916,POMME Golden France sachet,1,1,99,1,45,le kg,
2018-10-11,57219229,POMME Granny smith France +170g vrac,,,1,5,le kg,,
2018-10-11,57227917,POMME Reinette grise du Canada France +170g vrac,,,3,17,le kg,,
2018-10-11,57225955,PRUNE verte Reine Claude Bavay France barq.,,,3,29,le kg,,
2018-10-11,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,29,2,29,2,4,le kg
2018-10-11,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,3,83,le kg,,
2018-10-11,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,3,49,le kg,,
2018-10-18,57219316,ANANAS standard (hors Victoria),1,49,1,99,1,63,la pièce
2018-10-18,57219214,BANANE Afrique vrac,,,1,43,le kg,,
2018-10-18,57219236,BANANE Amérique vrac,,,1,56,le kg,,
2018-10-18,57219375,BANANE biologique,1,99,1,99,1,97,le kg
2018-10-18,57219215,BANANE France vrac,,,1,3,le kg,,
2018-10-18,57219384,FRAMBOISE hors Fr. barq.125g,,,15,25,le kg,,
2018-10-18,57219339,KIWI hors UE. cdt 1kg,,,2,93,le kg,,
2018-10-18,57222319,KIWI hors UE. vrac,0,49,0,69,0,53,la pièce
2018-10-18,57219323,MANGUE vrac,0,99,1,99,1,57,la pièce
2018-10-18,57222876,MARRON CHATAIGNE France vrac,,,7,48,le kg,,
2018-10-18,57221274,NOIX sans label France vrac,,,5,78,le kg,,
2018-10-18,57219324,ORANGE vrac,,,2,84,le kg,,
2018-10-18,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,74,le kg,,
2018-10-18,57219306,POIRE Conférence France vrac,,,2,14,le kg,,
2018-10-18,57219329,POIRE Conférence hors Fr. vrac,,,2,1,le kg,,
2018-10-18,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,71,le kg,,
2018-10-18,57219289,POIRE Williams verte France vrac,,,2,51,le kg,,
2018-10-18,57227915,POMME Bicolore France sachet,1,35,2,33,1,56,le kg
2018-10-18,57219226,POMME Gala France +170g vrac,,,2,19,le kg,,
2018-10-18,57219227,POMME Golden France +170g vrac,1,99,2,99,2,26,le kg
2018-10-18,57227916,POMME Golden France sachet,1,35,1,99,1,45,le kg
2018-10-18,57219229,POMME Granny smith France +170g vrac,,,2,72,le kg,,
2018-10-18,57227917,POMME Reinette grise du Canada France +170g vrac,,,3,12,le kg,,
2018-10-18,57226693,PRUNE rouge-bleue France barq.,,,2,17,le kg,,
2018-10-18,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,69,2,99,2,3,le kg
2018-10-18,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,4,38,le kg,,
2018-10-18,57222856,RAISIN noir Muscat Hambourg sans label France vrac,,,3,82,le kg,,
2018-10-25,57219316,ANANAS standard (hors Victoria),1,29,2,19,1,63,la pièce
2018-10-25,57219214,BANANE Afrique vrac,,,1,47,le kg,,
2018-10-25,57219236,BANANE Amérique vrac,,,1,3,le kg,,
2018-10-25,57219375,BANANE biologique,1,99,1,99,1,99,le kg
2018-10-25,57219215,BANANE France vrac,,,1,55,le kg,,
2018-10-25,57219384,FRAMBOISE hors Fr. barq.125g,,,16,56,le kg,,
2018-10-25,57219339,KIWI hors UE. cdt 1kg,,,2,66,le kg,,
2018-10-25,57222319,KIWI hors UE. vrac,0,45,0,49,0,49,la pièce
2018-10-25,57219323,MANGUE vrac,1,29,2,5,1,7,la pièce
2018-10-25,57222876,MARRON CHATAIGNE France vrac,,,7,4,le kg,,
2018-10-25,57221274,NOIX sans label France vrac,,,5,65,le kg,,
2018-10-25,57219324,ORANGE vrac,,,2,38,le kg,,
2018-10-25,57219306,POIRE Conférence France vrac,,,2,34,le kg,,
2018-10-25,57219329,POIRE Conférence hors Fr. vrac,,,2,6,le kg,,
2018-10-25,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,71,le kg,,
2018-10-25,57219289,POIRE Williams verte France vrac,,,2,44,le kg,,
2018-10-25,57227915,POMME Bicolore France sachet,1,35,2,1,54,le kg,
2018-10-25,57219226,POMME Gala France +170g vrac,,,1,72,le kg,,
2018-10-25,57219274,POMME Golden France 136/180g vrac,,,1,41,le kg,,
2018-10-25,57219227,POMME Golden France +170g vrac,1,29,1,99,1,85,le kg
2018-10-25,57227916,POMME Golden France sachet,1,35,1,99,1,51,le kg
2018-10-25,57219229,POMME Granny smith France +170g vrac,,,2,72,le kg,,
2018-10-25,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,59,le kg,,
2018-10-25,57227802,PRUNE hors Fr. vrac,,,3,37,le kg,,
2018-10-25,57226936,RAISIN blanc Chasselas AOP Moissac France barq.,,,3,99,le kg,,
2018-10-25,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,59,2,29,1,98,le kg
2018-10-25,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,5,18,le kg,,
2018-11-01,57219316,ANANAS standard (hors Victoria),1,29,2,19,1,73,la pièce
2018-11-01,57219214,BANANE Afrique vrac,,,1,42,le kg,,
2018-11-01,57219236,BANANE Amérique vrac,,,1,4,le kg,,
2018-11-01,57219375,BANANE biologique,1,49,1,99,1,87,le kg
2018-11-01,57219215,BANANE France vrac,,,1,33,le kg,,
2018-11-01,57227108,CLÉMENTINE Corse cdt 1kg,,,2,99,le kg,,
2018-11-01,57219361,CLÉMENTINE hors Fr. vrac,,,2,67,le kg,,
2018-11-01,57219384,FRAMBOISE hors Fr. barq.125g,,,15,21,le kg,,
2018-11-01,57219339,KIWI hors UE. cdt 1kg,,,3,11,le kg,,
2018-11-01,57222319,KIWI hors UE. vrac,0,49,0,49,0,49,la pièce
2018-11-01,57219323,MANGUE vrac,1,49,2,1,1,72,la pièce
2018-11-01,57222876,MARRON CHATAIGNE France vrac,,,6,12,le kg,,
2018-11-01,57223725,NOIX sans label France sachet 500g,,,6,42,le kg,,
2018-11-01,57221274,NOIX sans label France vrac,3,99,5,99,5,17,le kg
2018-11-01,57219324,ORANGE vrac,,,2,3,le kg,,
2018-11-01,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,79,le kg,,
2018-11-01,57219306,POIRE Conférence France vrac,,,2,21,le kg,,
2018-11-01,57219329,POIRE Conférence hors Fr. vrac,,,2,72,le kg,,
2018-11-01,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,71,le kg,,
2018-11-01,57219289,POIRE Williams verte France vrac,,,2,45,le kg,,
2018-11-01,57227915,POMME Bicolore France sachet,1,35,1,99,1,57,le kg
2018-11-01,57219226,POMME Gala France +170g vrac,,,2,17,le kg,,
2018-11-01,57219227,POMME Golden France +170g vrac,1,89,2,59,2,9,le kg
2018-11-01,57227916,POMME Golden France sachet,1,19,1,5,1,38,le kg
2018-11-01,57219229,POMME Granny smith France +170g vrac,,,2,58,le kg,,
2018-11-01,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,64,le kg,,
2018-11-01,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,99,2,99,2,33,le kg
2018-11-01,57222868,RAISIN noir Muscat Hambourg sans label France barq.,,,5,18,le kg,,
2018-11-08,57219316,ANANAS standard (hors Victoria),1,9,2,5,1,69,la pièce
2018-11-08,57219214,BANANE Afrique vrac,,,1,56,le kg,,
2018-11-08,57219236,BANANE Amérique vrac,,,1,58,le kg,,
2018-11-08,57219375,BANANE biologique,1,49,1,99,1,87,le kg
2018-11-08,57227124,CLÉMENTINE Corse cal.3-4-5 vrac,,,3,16,le kg,,
2018-11-08,57227108,CLÉMENTINE Corse cdt 1kg,,,3,6,le kg,,
2018-11-08,57219361,CLÉMENTINE hors Fr. vrac,,,2,29,le kg,,
2018-11-08,57219384,FRAMBOISE hors Fr. barq.125g,,,13,36,le kg,,
2018-11-08,57219319,KIWI France cdt 1kg,,,2,99,le kg,,
2018-11-08,57222318,KIWI France vrac,,,0,63,la pièce,,
2018-11-08,57219339,KIWI hors UE. cdt 1kg,,,3,1,le kg,,
2018-11-08,57222319,KIWI hors UE. vrac,0,49,0,49,0,49,la pièce
2018-11-08,57219323,MANGUE vrac,0,99,2,5,1,63,la pièce
2018-11-08,57222876,MARRON CHATAIGNE France vrac,,,5,79,le kg,,
2018-11-08,57223725,NOIX sans label France sachet 500g,,,6,1,le kg,,
2018-11-08,57221274,NOIX sans label France vrac,3,99,5,99,5,42,le kg
2018-11-08,57219324,ORANGE vrac,,,2,44,le kg,,
2018-11-08,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,76,le kg,,
2018-11-08,57219306,POIRE Conférence France vrac,,,2,21,le kg,,
2018-11-08,57219329,POIRE Conférence hors Fr. vrac,,,2,69,le kg,,
2018-11-08,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,63,le kg,,
2018-11-08,57219289,POIRE Williams verte France vrac,,,2,55,le kg,,
2018-11-08,57227915,POMME Bicolore France sachet,1,33,1,35,1,35,le kg
2018-11-08,57219226,POMME Gala France +170g vrac,,,2,24,le kg,,
2018-11-08,57219227,POMME Golden France +170g vrac,1,99,2,79,2,17,le kg
2018-11-08,57219372,POMME Golden France biologique,,,3,7,le kg,,
2018-11-08,57227916,POMME Golden France sachet,0,95,1,75,1,28,le kg
2018-11-08,57219229,POMME Granny smith France +170g vrac,,,2,61,le kg,,
2018-11-08,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,61,le kg,,
2018-11-08,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,99,2,49,2,25,le kg
2018-11-15,57219316,ANANAS standard (hors Victoria),1,49,2,19,1,74,la pièce
2018-11-15,57219214,BANANE Afrique vrac,,,1,62,le kg,,
2018-11-15,57219236,BANANE Amérique vrac,,,1,55,le kg,,
2018-11-15,57219375,BANANE biologique,1,49,1,99,1,9,le kg
2018-11-15,57219215,BANANE France vrac,,,1,49,le kg,,
2018-11-15,57227124,CLÉMENTINE Corse cal.3-4-5 vrac,,,3,32,le kg,,
2018-11-15,57227108,CLÉMENTINE Corse cdt 1kg,,,2,99,le kg,,
2018-11-15,57219361,CLÉMENTINE hors Fr. vrac,,,2,17,le kg,,
2018-11-15,57219384,FRAMBOISE hors Fr. barq.125g,,,13,52,le kg,,
2018-11-15,57219319,KIWI France cdt 1kg,,,2,59,le kg,,
2018-11-15,57222318,KIWI France vrac,,,0,62,la pièce,,
2018-11-15,57219339,KIWI hors UE. cdt 1kg,,,3,2,le kg,,
2018-11-15,57222319,KIWI hors UE. vrac,,,0,5,la pièce,,
2018-11-15,57219323,MANGUE vrac,1,49,2,5,1,75,la pièce
2018-11-15,57222876,MARRON CHATAIGNE France vrac,,,5,42,le kg,,
2018-11-15,57223725,NOIX sans label France sachet 500g,,,6,8,le kg,,
2018-11-15,57221274,NOIX sans label France vrac,,,5,6,le kg,,
2018-11-15,57219324,ORANGE vrac,,,2,24,le kg,,
2018-11-15,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,81,le kg,,
2018-11-15,57219306,POIRE Conférence France vrac,,,2,15,le kg,,
2018-11-15,57219329,POIRE Conférence hors Fr. vrac,,,2,5,le kg,,
2018-11-15,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,63,le kg,,
2018-11-15,57219289,POIRE Williams verte France vrac,,,2,71,le kg,,
2018-11-15,57227915,POMME Bicolore France sachet,1,33,1,45,1,42,le kg
2018-11-15,57219226,POMME Gala France +170g vrac,1,29,1,99,1,91,le kg
2018-11-15,57219227,POMME Golden France +170g vrac,1,29,1,99,1,91,le kg
2018-11-15,57219372,POMME Golden France biologique,,,3,16,le kg,,
2018-11-15,57227916,POMME Golden France sachet,1,1,75,1,32,le kg,
2018-11-15,57219229,POMME Granny smith France +170g vrac,,,2,55,le kg,,
2018-11-15,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,6,le kg,,
2018-11-15,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,1,99,2,49,2,3,le kg
2018-11-22,57219316,ANANAS standard (hors Victoria),0,99,2,19,1,58,la pièce
2018-11-22,57219214,BANANE Afrique vrac,,,1,3,le kg,,
2018-11-22,57219236,BANANE Amérique vrac,,,1,5,le kg,,
2018-11-22,57219375,BANANE biologique,1,99,1,99,1,97,le kg
2018-11-22,57219215,BANANE France vrac,,,1,25,le kg,,
2018-11-22,57227124,CLÉMENTINE Corse cal.3-4-5 vrac,,,3,13,le kg,,
2018-11-22,57227108,CLÉMENTINE Corse cdt 1kg,,,2,67,le kg,,
2018-11-22,57219361,CLÉMENTINE hors Fr. vrac,,,2,38,le kg,,
2018-11-22,57219319,KIWI France cdt 1kg,,,2,81,le kg,,
2018-11-22,57222318,KIWI France vrac,,,0,52,la pièce,,
2018-11-22,57219339,KIWI hors UE. cdt 1kg,,,3,1,le kg,,
2018-11-22,57222319,KIWI hors UE. vrac,,,0,5,la pièce,,
2018-11-22,57219321,KIWI UE (hors Fr.) cdt 1kg,,,2,75,le kg,,
2018-11-22,57219323,MANGUE vrac,1,49,1,99,1,68,la pièce
2018-11-22,57222876,MARRON CHATAIGNE France vrac,,,6,16,le kg,,
2018-11-22,57223725,NOIX sans label France sachet 500g,,,6,58,le kg,,
2018-11-22,57221274,NOIX sans label France vrac,,,5,33,le kg,,
2018-11-22,57219324,ORANGE vrac,,,2,9,le kg,,
2018-11-22,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,77,le kg,,
2018-11-22,57219306,POIRE Conférence France vrac,,,2,29,le kg,,
2018-11-22,57219329,POIRE Conférence hors Fr. vrac,,,2,57,le kg,,
2018-11-22,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,63,le kg,,
2018-11-22,57219289,POIRE Williams verte France vrac,,,2,6,le kg,,
2018-11-22,57227915,POMME Bicolore France sachet,1,35,1,86,1,48,le kg
2018-11-22,57219226,POMME Gala France +170g vrac,,,2,27,le kg,,
2018-11-22,57219227,POMME Golden France +170g vrac,1,99,2,69,2,12,le kg
2018-11-22,57219372,POMME Golden France biologique,,,3,16,le kg,,
2018-11-22,57227916,POMME Golden France sachet,0,93,1,75,1,39,le kg
2018-11-22,57219229,POMME Granny smith France +170g vrac,,,2,59,le kg,,
2018-11-22,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,51,le kg,,
2018-11-22,57222854,RAISIN blanc Idéal ou Italia hors Fr. vrac,,,2,92,le kg,,
2018-11-29,57219316,ANANAS standard (hors Victoria),1,5,2,19,1,68,la pièce
2018-11-29,57219214,BANANE Afrique vrac,,,1,49,le kg,,
2018-11-29,57219236,BANANE Amérique vrac,,,1,67,le kg,,
2018-11-29,57219375,BANANE biologique,1,35,1,99,1,83,le kg
2018-11-29,57219215,BANANE France vrac,,,1,58,le kg,,
2018-11-29,57227124,CLÉMENTINE Corse cal.3-4-5 vrac,,,2,89,le kg,,
2018-11-29,57227108,CLÉMENTINE Corse cdt 1kg,,,3,3,le kg,,
2018-11-29,57219361,CLÉMENTINE hors Fr. vrac,,,2,24,le kg,,
2018-11-29,57219319,KIWI France cdt 1kg,,,3,4,le kg,,
2018-11-29,57222318,KIWI France vrac,,,0,5,la pièce,,
2018-11-29,57219339,KIWI hors UE. cdt 1kg,,,2,91,le kg,,
2018-11-29,57222319,KIWI hors UE. vrac,,,0,46,la pièce,,
2018-11-29,57219321,KIWI UE (hors Fr.) cdt 1kg,,,2,55,le kg,,
2018-11-29,57219323,MANGUE vrac,1,29,1,99,1,61,la pièce
2018-11-29,57222876,MARRON CHATAIGNE France vrac,,,6,71,le kg,,
2018-11-29,57223725,NOIX sans label France sachet 500g,,,6,5,le kg,,
2018-11-29,57221274,NOIX sans label France vrac,4,99,6,95,5,78,le kg
2018-11-29,57219324,ORANGE vrac,,,2,7,le kg,,
2018-11-29,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,33,le kg,,
2018-11-29,57219306,POIRE Conférence France vrac,,,2,25,le kg,,
2018-11-29,57219329,POIRE Conférence hors Fr. vrac,,,1,92,le kg,,
2018-11-29,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,52,le kg,,
2018-11-29,57219289,POIRE Williams verte France vrac,,,2,64,le kg,,
2018-11-29,57227915,POMME Bicolore France sachet,0,9,1,35,1,23,le kg
2018-11-29,57219226,POMME Gala France +170g vrac,,,2,25,le kg,,
2018-11-29,57219227,POMME Golden France +170g vrac,1,99,2,69,2,19,le kg
2018-11-29,57219372,POMME Golden France biologique,,,3,16,le kg,,
2018-11-29,57227916,POMME Golden France sachet,1,33,1,75,1,41,le kg
2018-11-29,57219229,POMME Granny smith France +170g vrac,,,2,62,le kg,,
2018-11-29,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,51,le kg,,
2018-12-06,57219316,ANANAS standard (hors Victoria),1,29,2,19,1,65,la pièce
2018-12-06,57219214,BANANE Afrique vrac,,,1,5,le kg,,
2018-12-06,57219236,BANANE Amérique vrac,,,1,63,le kg,,
2018-12-06,57219375,BANANE biologique,1,39,1,99,1,83,le kg
2018-12-06,57227107,CLÉMENTINE Corse cal 1-2 vrac,,,3,9,le kg,,
2018-12-06,57227124,CLÉMENTINE Corse cal.3-4-5 vrac,,,2,88,le kg,,
2018-12-06,57227108,CLÉMENTINE Corse cdt 1kg,,,2,81,le kg,,
2018-12-06,57219361,CLÉMENTINE hors Fr. vrac,,,2,7,le kg,,
2018-12-06,57219319,KIWI France cdt 1kg,,,2,99,le kg,,
2018-12-06,57222318,KIWI France vrac,0,49,0,59,0,52,la pièce
2018-12-06,57222319,KIWI hors UE. vrac,,,0,51,la pièce,,
2018-12-06,57219321,KIWI UE (hors Fr.) cdt 1kg,,,2,66,le kg,,
2018-12-06,57219323,MANGUE vrac,0,99,1,99,1,47,la pièce
2018-12-06,57222876,MARRON CHATAIGNE France vrac,,,7,16,le kg,,
2018-12-06,57223725,NOIX sans label France sachet 500g,,,4,31,le kg,,
2018-12-06,57221274,NOIX sans label France vrac,,,5,55,le kg,,
2018-12-06,57219324,ORANGE vrac,,,2,7,le kg,,
2018-12-06,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,25,le kg,,
2018-12-06,57219306,POIRE Conférence France vrac,,,1,86,le kg,,
2018-12-06,57219329,POIRE Conférence hors Fr. vrac,,,2,74,le kg,,
2018-12-06,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,41,le kg,,
2018-12-06,57219289,POIRE Williams verte France vrac,,,2,83,le kg,,
2018-12-06,57227915,POMME Bicolore France sachet,1,15,1,86,1,41,le kg
2018-12-06,57219226,POMME Gala France +170g vrac,1,99,2,99,2,34,le kg
2018-12-06,57219227,POMME Golden France +170g vrac,1,29,1,99,1,96,le kg
2018-12-06,57219372,POMME Golden France biologique,,,3,21,le kg,,
2018-12-06,57227916,POMME Golden France sachet,1,33,1,75,1,44,le kg
2018-12-06,57219229,POMME Granny smith France +170g vrac,,,2,63,le kg,,
2018-12-06,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,48,le kg,,
2018-12-13,57219316,ANANAS standard (hors Victoria),1,29,2,5,1,79,la pièce
2018-12-13,57219214,BANANE Afrique vrac,,,1,34,le kg,,
2018-12-13,57219236,BANANE Amérique vrac,,,1,46,le kg,,
2018-12-13,57219375,BANANE biologique,1,39,1,99,1,79,le kg
2018-12-13,57219215,BANANE France vrac,,,1,9,le kg,,
2018-12-13,57227107,CLÉMENTINE Corse cal 1-2 vrac,,,3,7,le kg,,
2018-12-13,57227124,CLÉMENTINE Corse cal.3-4-5 vrac,,,2,96,le kg,,
2018-12-13,57227108,CLÉMENTINE Corse cdt 1kg,,,3,8,le kg,,
2018-12-13,57219361,CLÉMENTINE hors Fr. vrac,,,2,29,le kg,,
2018-12-13,57219319,KIWI France cdt 1kg,,,2,99,le kg,,
2018-12-13,57222318,KIWI France vrac,,,0,51,la pièce,,
2018-12-13,57222319,KIWI hors UE. vrac,,,0,53,la pièce,,
2018-12-13,57219321,KIWI UE (hors Fr.) cdt 1kg,,,2,17,le kg,,
2018-12-13,57219323,MANGUE vrac,0,99,1,99,1,46,la pièce
2018-12-13,57222876,MARRON CHATAIGNE France vrac,,,7,16,le kg,,
2018-12-13,57219360,NOIX AOP Grenoble sac 1kg,,,5,99,le kg,,
2018-12-13,57224955,NOIX AOP Grenoble sachet 500g,,,6,22,le kg,,
2018-12-13,57223725,NOIX sans label France sachet 500g,,,5,7,le kg,,
2018-12-13,57221274,NOIX sans label France vrac,,,5,46,le kg,,
2018-12-13,57219324,ORANGE vrac,,,1,94,le kg,,
2018-12-13,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,3,le kg,,
2018-12-13,57219306,POIRE Conférence France vrac,,,2,34,le kg,,
2018-12-13,57219329,POIRE Conférence hors Fr. vrac,,,2,72,le kg,,
2018-12-13,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,4,le kg,,
2018-12-13,57227915,POMME Bicolore France sachet,1,33,1,5,1,41,le kg
2018-12-13,57219226,POMME Gala France +170g vrac,,,2,22,le kg,,
2018-12-13,57219227,POMME Golden France +170g vrac,1,99,2,59,2,12,le kg
2018-12-13,57219372,POMME Golden France biologique,,,3,44,le kg,,
2018-12-13,57227916,POMME Golden France sachet,1,33,1,99,1,48,le kg
2018-12-13,57219229,POMME Granny smith France +170g vrac,,,2,62,le kg,,
2018-12-13,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,48,le kg,,
2018-12-20,57219316,ANANAS standard (hors Victoria),0,99,1,99,1,6,la pièce
2018-12-20,57219214,BANANE Afrique vrac,,,1,4,le kg,,
2018-12-20,57219236,BANANE Amérique vrac,,,1,58,le kg,,
2018-12-20,57219375,BANANE biologique,1,39,1,99,1,77,le kg
2018-12-20,57219215,BANANE France vrac,,,1,45,le kg,,
2018-12-20,57227107,CLÉMENTINE Corse cal 1-2 vrac,,,2,98,le kg,,
2018-12-20,57227124,CLÉMENTINE Corse cal.3-4-5 vrac,,,3,27,le kg,,
2018-12-20,57227108,CLÉMENTINE Corse cdt 1kg,,,3,7,le kg,,
2018-12-20,57219361,CLÉMENTINE hors Fr. vrac,,,2,13,le kg,,
2018-12-20,57219319,KIWI France cdt 1kg,,,2,92,le kg,,
2018-12-20,57222318,KIWI France vrac,,,0,5,la pièce,,
2018-12-20,57219321,KIWI UE (hors Fr.) cdt 1kg,,,2,7,le kg,,
2018-12-20,57219322,LITCHI vrac,,,3,41,le kg,,
2018-12-20,57219323,MANGUE vrac,0,99,1,49,1,36,la pièce
2018-12-20,57224955,NOIX AOP Grenoble sachet 500g,,,6,38,le kg,,
2018-12-20,57223725,NOIX sans label France sachet 500g,,,6,81,le kg,,
2018-12-20,57221274,NOIX sans label France vrac,,,5,36,le kg,,
2018-12-20,57219324,ORANGE vrac,,,1,8,le kg,,
2018-12-20,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,31,le kg,,
2018-12-20,57219306,POIRE Conférence France vrac,,,2,41,le kg,,
2018-12-20,57219329,POIRE Conférence hors Fr. vrac,,,2,59,le kg,,
2018-12-20,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,43,le kg,,
2018-12-20,57219332,POIRE Williams verte hors Fr. vrac,,,2,91,le kg,,
2018-12-20,57227915,POMME Bicolore France sachet,1,35,1,99,1,49,le kg
2018-12-20,57219226,POMME Gala France +170g vrac,1,99,2,79,2,33,le kg
2018-12-20,57219227,POMME Golden France +170g vrac,1,99,2,69,2,2,le kg
